,img_id_A,img_id_B,target
163,1335a_num1.png,1387b_num4.png,0
164,0327b_num3.png,0327c_num7.png,1
165,0684a_num1.png,0705a_num1.png,0
166,0715a_num1.png,0737c_num3.png,0
167,0472a_num4.png,0472b_num4.png,1
168,0072a_num1.png,0105c_num4.png,0
169,1187a_num1.png,1218a_num3.png,0
170,1077b_num1.png,1077b_num4.png,1
171,0929a_num1.png,0963b_num2.png,0
172,0707c_num4.png,0707c_num5.png,1
173,1341a_num1.png,1392b_num3.png,0
174,0630a_num1.png,0665c_num1.png,0
175,1113b_num1.png,1113c_num1.png,1
176,0035a_num1.png,0091b_num4.png,0
177,0084a_num4.png,0084c_num1.png,1
178,0977a_num1.png,1009a_num5.png,0
179,0023a_num3.png,0023c_num3.png,1
180,0847b_num3.png,0847c_num3.png,1
181,0482a_num1.png,0527c_num9.png,0
182,0744a_num1.png,0762aa_num2.png,0
183,0578c_num1.png,0578c_num7.png,1
184,1285a_num2.png,1296b_num7.png,0
185,0865a_num1.png,0898b_num2.png,0
186,0019b_num5.png,0019c_num2.png,1
187,0407a_num1.png,0407b_num1.png,1
188,0671a_num1.png,0673b_num2.png,0
189,1048b_num5.png,1048c_num3.png,1
190,0248a_num1.png,0250b_num4.png,0
191,0453a_num1.png,0454a_num5.png,0
192,0352a_num2.png,0352c_num3.png,1
193,0497a_num1.png,0512c_num3.png,0
194,1146b_num5.png,1146c_num1.png,1
195,0100a_num2.png,0100b_num4.png,1
196,0957a_num1.png,0961b_num2.png,0
197,1003a_num2.png,1003b_num2.png,1
198,0187a_num1.png,0195b_num2.png,0
199,0025a_num6.png,0025c_num3.png,1
200,0161a_num1.png,0170a_num1.png,0
201,1415a_num1.png,1471a_num1.png,0
202,0402a_num1.png,0449c_num3.png,0
203,1116b_num5.png,1116c_num4.png,1
204,0435a_num2.png,0435a_num3.png,1
205,0612b_num2.png,0612c_num2.png,1
206,0872a_num1.png,0896b_num2.png,0
207,0499a_num1.png,0553b_num1.png,0
208,0041a_num1.png,0050b_num1.png,0
209,0828a_num1.png,0858c_num1.png,0
210,0049a_num2.png,0049c_num2.png,1
211,1057a_num5.png,1057c_num4.png,1
212,0301a_num1.png,0348a_num4.png,0
213,0148a_num2.png,0148c_num5.png,1
214,0964a_num1.png,0964b_num3.png,1
215,0952b_num1.png,0999a_num3.png,0
216,0765a_num2.png,0765a_num4.png,1
217,0025a_num2.png,0025b_num1.png,1
218,1383b_num1.png,1424b_num2.png,0
219,0554a_num2.png,0554c_num5.png,1
220,1206a_num1.png,1235b_num6.png,0
221,0257a_num3.png,0257c_num4.png,1
222,0029a_num1.png,0068c_num4.png,0
223,1504a_num1.png,1538b_num1.png,0
224,0891a_num1.png,0910b_num2.png,0
225,0012a_num1.png,0050a_num3.png,0
226,0402a_num1.png,0402c_num2.png,1
227,1144a_num1.png,1144b_num2.png,1
228,1309a_num1.png,1344b_num2.png,0
229,1218a_num1.png,1250b_num4.png,0
230,0676a_num1.png,0687a_num6.png,0
231,1032a_num3.png,1032b_num1.png,1
232,0103a_num1.png,0154b_num3.png,0
233,0297a_num1.png,0333c_num1.png,0
234,0738a_num1.png,0742a_num3.png,0
235,1050a_num3.png,1050c_num6.png,1
236,0279a_num1.png,0308a_num5.png,0
237,0813b_num3.png,0813b_num4.png,1
238,0597a_num2.png,0612b_num1.png,0
239,1374a_num6.png,1374c_num2.png,1
240,0644b_num3.png,0644c_num3.png,1
241,1548a_num2.png,1554c_num1.png,0
242,0383a_num4.png,0383c_num1.png,1
243,0352a_num1.png,0352b_num2.png,1
244,0392a_num1.png,0449c_num5.png,0
245,0264c_num1.png,0309c_num2.png,0
246,0957b_num2.png,0957c_num5.png,1
247,0314a_num3.png,0314c_num1.png,1
248,1510a_num1.png,1510b_num3.png,1
249,0338a_num3.png,0338b_num2.png,1
250,1303aa_num1.png,1303c_num1.png,1
251,0570a_num2.png,0570b_num2.png,1
252,0804b_num2.png,0804b_num6.png,1
253,1178b_num2.png,1178c_num1.png,1
254,1545b_num1.png,1545c_num1.png,1
255,0635a_num3.png,0635c_num5.png,1
256,1068bb_num1.png,1068c_num1.png,1
257,0324a_num1.png,0379a_num1.png,0
258,0193a_num1.png,0201c_num5.png,0
259,0102b_num4.png,0102c_num4.png,1
260,1100a_num2.png,1137c_num4.png,0
261,0970c_num1.png,0970c_num2.png,1
262,0850a_num1.png,0850c_num1.png,1
263,0379b_num1.png,0379b_num4.png,1
264,1216a_num1.png,1275c_num4.png,0
265,0817a_num4.png,0817c_num3.png,1
266,1143b_num1.png,1143b_num4.png,1
267,0070a_num1.png,0070b_num1.png,1
268,1310a_num1.png,1326a_num3.png,0
269,1292a_num6.png,1292c_num2.png,1
270,0959b_num3.png,0959c_num3.png,1
271,0265c_num1.png,0265c_num2.png,1
272,1488a_num1.png,1530c_num1.png,0
273,0546a_num1.png,0599a_num5.png,0
274,0206a_num1.png,0207b_num3.png,0
275,0687a_num2.png,0687a_num6.png,1
276,1250a_num1.png,1265c_num1.png,0
277,0106b_num1.png,0136c_num4.png,0
278,1322a_num1.png,1345c_num4.png,0
279,0308a_num2.png,0308b_num2.png,1
280,1560a_num2.png,1560a_num5.png,1
281,1289a_num1.png,1305c_num4.png,0
282,0961a_num1.png,0991c_num2.png,0
283,0234b_num1.png,0234b_num3.png,1
284,0780a_num5.png,0780a_num6.png,1
285,1332a_num1.png,1356c_num1.png,0
286,0678a_num4.png,0678c_num2.png,1
287,1411a_num1.png,1424a_num4.png,0
288,0186a_num2.png,0226b_num6.png,0
289,1188a_num1.png,1188c_num2.png,1
290,1187a_num1.png,1200c_num3.png,0
291,0957b_num2.png,0957b_num4.png,1
292,0768a_num3.png,0768b_num2.png,1
293,0967b_num1.png,1013c_num2.png,0
294,1239a_num1.png,1287a_num4.png,0
295,1190a_num1.png,1235b_num6.png,0
296,1264a_num1.png,1301c_num5.png,0
297,0779a_num1.png,0830a_num3.png,0
298,0913a_num1.png,0933c_num1.png,0
299,1057a_num2.png,1057c_num4.png,1
300,1395a_num1.png,1441c_num3.png,0
301,0448b_num1.png,0448b_num3.png,1
302,0222a_num2.png,0231c_num7.png,0
303,0298b_num1.png,0298b_num2.png,1
304,0828a_num6.png,0828b_num2.png,1
305,1148b_num2.png,1148b_num4.png,1
306,1036b_num3.png,1036b_num4.png,1
307,1380a_num1.png,1395b_num5.png,0
308,0603b_num1.png,0603c_num1.png,1
309,0317a_num1.png,0321b_num2.png,0
310,0867a_num1.png,0889a_num3.png,0
311,0644a_num1.png,0685c_num2.png,0
312,0602a_num1.png,0653a_num1.png,0
313,0971a_num1.png,0971b_num5.png,1
314,0975a_num2.png,0975c_num8.png,1
315,0658a_num1.png,0690c_num2.png,0
316,1531a_num1.png,1545a_num2.png,0
317,1556b_num3.png,1556c_num2.png,1
318,1411a_num6.png,1411a_num7.png,1
319,1551b_num1.png,1557c_num1.png,0
320,0297a_num1.png,0325a_num3.png,0
321,0390a_num1.png,0390c_num1.png,1
322,0038c_num1.png,0038c_num4.png,1
323,1468a_num1.png,1527a_num2.png,0
324,1036b_num3.png,1036c_num5.png,1
325,0784a_num1.png,0784b_num2.png,1
326,0455a_num3.png,0455b_num3.png,1
327,1371a_num1.png,1425a_num2.png,0
328,0993a_num1.png,0993b_num3.png,1
329,1113a_num1.png,1154a_num4.png,0
330,0839a_num2.png,0839b_num1.png,1
331,1212a_num1.png,1212c_num1.png,1
332,0694a_num1.png,0712a_num2.png,0
333,1301a_num5.png,1301b_num3.png,1
334,1038a_num1.png,1057a_num2.png,0
335,0855a_num3.png,0855b_num3.png,1
336,0524a_num1.png,0537a_num4.png,0
337,0250a_num1.png,0250c_num2.png,1
338,0893a_num1.png,0910c_num2.png,0
339,0592a_num1.png,0606b_num5.png,0
340,0312a_num1.png,0335c_num3.png,0
341,1411a_num7.png,1411c_num3.png,1
342,0462a_num1.png,0475a_num1.png,0
343,1150b_num4.png,1150c_num1.png,1
344,0472a_num1.png,0474a_num2.png,0
345,1175a_num1.png,1196c_num2.png,0
346,0807a_num1.png,0815c_num1.png,0
347,1115a_num1.png,1115aa_num1.png,1
348,0873a_num1.png,0873a_num2.png,1
349,0747b_num3.png,0747c_num3.png,1
350,1469a_num1.png,1478a_num2.png,0
351,0103a_num1.png,0154a_num3.png,0
352,0062a_num1.png,0070a_num3.png,0
353,1356b_num1.png,1356b_num6.png,1
354,0705c_num1.png,0705c_num4.png,1
355,0421a_num1.png,0421b_num1.png,1
356,0813a_num2.png,0813c_num5.png,1
357,1029a_num4.png,1029b_num1.png,1
358,0644a_num1.png,0644b_num2.png,1
359,0557b_num1.png,0582c_num1.png,0
360,0124a_num4.png,0124c_num1.png,1
361,1356a_num2.png,1356b_num1.png,1
362,0068b_num5.png,0068c_num4.png,1
363,1308a_num1.png,1323c_num3.png,0
364,0991a_num1.png,0999a_num1.png,0
365,0540a_num1.png,0589b_num3.png,0
366,0850b_num4.png,0850c_num1.png,1
367,0764a_num6.png,0764c_num1.png,1
368,1138a_num1.png,1176c_num2.png,0
369,1316a_num1.png,1368c_num1.png,0
370,0587a_num1.png,0615b_num2.png,0
371,1460a_num1.png,1488b_num2.png,0
372,1364a_num1.png,1364c_num2.png,1
373,0749a_num2.png,0798a_num2.png,0
374,0993b_num1.png,0993c_num4.png,1
375,0779c_num1.png,0779c_num3.png,1
376,1029a_num3.png,1029c_num5.png,1
377,0318b_num1.png,0355cc_num1.png,0
378,0598a_num1.png,0618c_num1.png,0
379,0056c_num4.png,0056c_num7.png,1
380,1000a_num1.png,1026c_num3.png,0
381,1326a_num6.png,1326b_num4.png,1
382,0625a_num4.png,0625b_num1.png,1
383,1376a_num1.png,1412a_num3.png,0
384,0672a_num1.png,0699a_num4.png,0
385,0461a_num1.png,0461c_num5.png,1
386,0005a_num1.png,0052b_num3.png,0
387,1137a_num1.png,1178c_num1.png,0
388,0756c_num2.png,0756c_num3.png,1
389,1290a_num1.png,1294c_num4.png,0
390,1549a_num2.png,1559c_num1.png,0
391,0121b_num2.png,0121b_num4.png,1
392,0606a_num1.png,0613b_num2.png,0
393,0239a_num1.png,0242c_num1.png,0
394,0725a_num1.png,0725b_num3.png,1
395,0204a_num1.png,0213b_num2.png,0
396,1560a_num3.png,1560a_num6.png,1
397,0106b_num1.png,0142c_num5.png,0
398,1291b_num4.png,1291c_num1.png,1
399,1182a_num1.png,1189a_num3.png,0
400,0416a_num1.png,0441b_num2.png,0
401,1375a_num1.png,1375b_num1.png,1
402,1114a_num1.png,1145a_num1.png,0
403,0655a_num1.png,0697a_num1.png,0
404,1554a_num1.png,1554c_num1.png,1
405,0461c_num1.png,0461c_num4.png,1
406,1259a_num1.png,1306aa_num2.png,0
407,1434a_num1.png,1454a_num1.png,0
408,0863a_num2.png,0910a_num1.png,0
409,0872b_num3.png,0872c_num5.png,1
410,1344b_num2.png,1344c_num3.png,1
411,0906a_num1.png,0939c_num1.png,0
412,0162c_num1.png,0207c_num3.png,0
413,1266a_num2.png,1266bb_num2.png,1
414,0124b_num2.png,0124c_num3.png,1
415,1270a_num1.png,1322a_num3.png,0
416,0179c_num2.png,0179c_num3.png,1
417,1039b_num5.png,1039c_num4.png,1
418,0612a_num4.png,0612b_num3.png,1
419,0216c_num1.png,0216c_num5.png,1
420,1317a_num1.png,1355b_num1.png,0
421,0844a_num1.png,0867c_num5.png,0
422,0100a_num6.png,0100b_num3.png,1
423,1421a_num3.png,1421c_num5.png,1
424,1429a_num1.png,1457a_num5.png,0
425,1512a_num1.png,1518b_num5.png,0
426,1326b_num1.png,1326c_num2.png,1
427,0504a_num1.png,0511c_num3.png,0
428,0181a_num1.png,0195a_num1.png,0
429,1566a_num3.png,1566b_num3.png,1
430,0198b_num1.png,0243c_num2.png,0
431,0840a_num6.png,0840b_num3.png,1
432,0932a_num6.png,0932c_num5.png,1
433,0591b_num3.png,0591c_num3.png,1
434,0448a_num3.png,0448c_num3.png,1
435,1406a_num1.png,1423b_num1.png,0
436,1109a_num2.png,1109a_num3.png,1
437,0181a_num5.png,0181c_num3.png,1
438,1108a_num1.png,1108c_num1.png,1
439,0613b_num1.png,0613c_num2.png,1
440,0831a_num1.png,0832a_num1.png,0
441,0436a_num1.png,0471a_num2.png,0
442,0738a_num1.png,0756c_num4.png,0
443,1154a_num2.png,1154c_num1.png,1
444,0752a_num1.png,0798a_num5.png,0
445,0365a_num1.png,0385a_num2.png,0
446,0053a_num2.png,0053b_num1.png,1
447,0169a_num1.png,0214b_num2.png,0
448,1376b_num1.png,1376c_num1.png,1
449,0226a_num2.png,0257a_num4.png,0
450,1303a_num1.png,1355c_num4.png,0
451,0840a_num1.png,0890a_num3.png,0
452,0836a_num2.png,0836c_num3.png,1
453,1139a_num1.png,1169a_num3.png,0
454,0047a_num3.png,0047b_num4.png,1
455,0919b_num1.png,0919b_num6.png,1
456,0623a_num2.png,0623c_num2.png,1
457,0048b_num4.png,0048c_num1.png,1
458,0211a_num2.png,0211c_num2.png,1
459,0755a_num1.png,0804c_num1.png,0
460,0343a_num2.png,0343b_num2.png,1
461,0146b_num2.png,0146c_num3.png,1
462,1112a_num1.png,1114a_num1.png,0
463,1560a_num6.png,1560c_num4.png,1
464,0736a_num1.png,0746b_num3.png,0
465,1189a_num1.png,1241b_num4.png,0
466,0180a_num2.png,0180a_num3.png,1
467,0833a_num3.png,0833b_num1.png,1
468,0677a_num2.png,0677c_num1.png,1
469,0629b_num1.png,0629c_num6.png,1
470,0805a_num1.png,0845a_num3.png,0
471,0560a_num1.png,0598b_num2.png,0
472,0765b_num3.png,0765c_num3.png,1
473,0282b_num1.png,0328c_num2.png,0
474,0698a_num3.png,0698a_num4.png,1
475,1281a_num1.png,1301b_num1.png,0
476,1333b_num2.png,1333c_num6.png,1
477,0508b_num1.png,0524a_num4.png,0
478,1465c_num1.png,1465c_num5.png,1
479,1123a_num1.png,1123c_num1.png,1
480,0599a_num1.png,0599a_num2.png,1
481,1411a_num1.png,1417c_num3.png,0
482,0647a_num1.png,0697a_num1.png,0
483,0845a_num1.png,0888b_num1.png,0
484,1242a_num1.png,1269c_num3.png,0
485,0899a_num1.png,0946c_num1.png,0
486,0984a_num1.png,1019b_num5.png,0
487,1178a_num1.png,1178b_num3.png,1
488,1092a_num1.png,1136a_num4.png,0
489,1359a_num1.png,1417c_num4.png,0
490,1098b_num2.png,1098c_num1.png,1
491,1195a_num1.png,1198c_num2.png,0
492,0138a_num1.png,0138b_num3.png,1
493,1369a_num1.png,1385c_num1.png,0
494,1394a_num1.png,1397b_num1.png,0
495,0788a_num1.png,0789a_num3.png,0
496,1036a_num1.png,1048c_num4.png,0
497,0223a_num2.png,0223b_num2.png,1
498,0337a_num1.png,0337a_num3.png,1
499,1414b_num2.png,1414c_num4.png,1
500,0990a_num1.png,1007bb_num4.png,0
501,0678c_num3.png,0678c_num4.png,1
502,0345aa_num1.png,0383c_num6.png,0
503,1012a_num1.png,1036a_num1.png,0
504,0417a_num1.png,0417c_num3.png,1
505,1246a_num2.png,1246b_num4.png,1
506,0541a_num1.png,0585c_num2.png,0
507,0519c_num2.png,0519c_num3.png,1
508,1314a_num1.png,1336c_num4.png,0
509,1287a_num3.png,1287c_num2.png,1
510,1320a_num2.png,1320c_num4.png,1
511,0625b_num2.png,0625b_num3.png,1
512,1387a_num3.png,1387c_num5.png,1
513,0927a_num1.png,0952c_num1.png,0
514,1516a_num1.png,1517a_num5.png,0
515,1333a_num4.png,1333b_num1.png,1
516,0270a_num3.png,0270c_num1.png,1
517,0701a_num1.png,0727a_num1.png,0
518,0933a_num1.png,0951b_num4.png,0
519,0097b_num3.png,0097c_num1.png,1
520,1414a_num1.png,1417b_num3.png,0
521,0192a_num3.png,0192b_num2.png,1
522,1012a_num1.png,1051a_num4.png,0
523,1526c_num6.png,1526c_num7.png,1
524,0808a_num3.png,0808b_num5.png,1
525,0387a_num4.png,0387b_num5.png,1
526,0481a_num1.png,0481c_num4.png,1
527,1430b_num4.png,1430c_num1.png,1
528,0479a_num6.png,0479b_num2.png,1
529,1219a_num2.png,1219c_num4.png,1
530,1336a_num1.png,1336c_num1.png,1
531,0893a_num1.png,0941a_num4.png,0
532,1135b_num3.png,1135c_num3.png,1
533,1446a_num2.png,1488b_num1.png,0
534,1384a_num1.png,1414a_num3.png,0
535,1268a_num4.png,1268b_num3.png,1
536,1364a_num1.png,1367c_num2.png,0
537,0764c_num5.png,0764c_num7.png,1
538,0886a_num2.png,0931b_num1.png,0
539,0102a_num1.png,0135a_num3.png,0
540,0711a_num1.png,0723b_num3.png,0
541,0905a_num1.png,0955c_num4.png,0
542,0972a_num2.png,0972b_num2.png,1
543,0809a_num1.png,0841b_num6.png,0
544,0473c_num1.png,0473c_num5.png,1
545,0882a_num1.png,0918c_num1.png,0
546,1331a_num1.png,1346a_num2.png,0
547,0381a_num1.png,0416b_num2.png,0
548,1186a_num1.png,1209a_num4.png,0
549,1111c_num1.png,1111c_num2.png,1
550,1266a_num1.png,1299c_num1.png,0
551,0483a_num1.png,0520c_num3.png,0
552,1179a_num1.png,1179c_num2.png,1
553,0206a_num2.png,0206c_num4.png,1
554,1412a_num1.png,1412b_num4.png,1
555,0122a_num1.png,0122a_num6.png,1
556,0281a_num4.png,0281b_num1.png,1
557,0501a_num1.png,0518c_num1.png,0
558,0284a_num2.png,0284c_num3.png,1
559,1138b_num2.png,1138c_num1.png,1
560,0949a_num1.png,0985c_num4.png,0
561,0038a_num1.png,0043a_num3.png,0
562,0809b_num1.png,0809b_num4.png,1
563,1371a_num1.png,1371c_num2.png,1
564,1252b_num3.png,1252c_num3.png,1
565,0687a_num1.png,0715b_num1.png,0
566,0724a_num1.png,0734c_num3.png,0
567,0175a_num1.png,0183a_num4.png,0
568,0419a_num1.png,0467c_num2.png,0
569,0312a_num1.png,0317a_num5.png,0
570,0157c_num4.png,0157c_num6.png,1
571,1302b_num1.png,1302c_num2.png,1
572,0510a_num3.png,0510c_num2.png,1
573,0272b_num2.png,0272c_num4.png,1
574,0722a_num5.png,0722c_num2.png,1
575,0795a_num3.png,0795c_num1.png,1
576,1320a_num2.png,1320b_num2.png,1
577,0124b_num4.png,0124c_num3.png,1
578,0990a_num1.png,1016aa_num1.png,0
579,0977b_num3.png,0977bb_num1.png,1
580,0764a_num2.png,0764c_num3.png,1
581,0123a_num1.png,0159b_num2.png,0
582,0276a_num2.png,0276b_num4.png,1
583,1177b_num2.png,1177c_num2.png,1
584,0533b_num1.png,0562a_num2.png,0
585,0703a_num1.png,0715a_num2.png,0
586,1039c_num2.png,1039c_num4.png,1
587,1406c_num1.png,1406c_num2.png,1
588,0387b_num5.png,0387b_num6.png,1
589,0779a_num1.png,0786c_num4.png,0
590,1309a_num1.png,1309b_num1.png,1
591,1484b_num4.png,1484c_num2.png,1
592,1393a_num1.png,1393c_num4.png,1
593,1198a_num1.png,1246a_num3.png,0
594,1291a_num1.png,1291a_num3.png,1
595,0456a_num1.png,0481b_num6.png,0
596,0557b_num2.png,0557c_num2.png,1
597,0519b_num3.png,0519c_num2.png,1
598,0899b_num2.png,0899b_num4.png,1
599,0009b_num2.png,0009b_num5.png,1
600,0516a_num1.png,0571a_num3.png,0
601,0792a_num1.png,0825c_num6.png,0
602,0259a_num1.png,0315a_num1.png,0
603,0908a_num1.png,0914a_num1.png,0
604,1493a_num1.png,1540b_num1.png,0
605,0019a_num2.png,0019b_num6.png,1
606,0348a_num1.png,0401b_num6.png,0
607,0483a_num1.png,0513c_num5.png,0
608,1160a_num1.png,1170a_num3.png,0
609,0379c_num2.png,0379c_num5.png,1
610,0327a_num1.png,0330aa_num1.png,0
611,1477a_num2.png,1497a_num2.png,0
612,0477a_num1.png,0485a_num2.png,0
613,1411b_num3.png,1411c_num3.png,1
614,1134b_num1.png,1134c_num5.png,1
615,0578a_num5.png,0578c_num1.png,1
616,1199a_num1.png,1246a_num2.png,0
617,1368a_num2.png,1368c_num2.png,1
618,0982a_num1.png,0982a_num4.png,1
619,0468a_num5.png,0468b_num5.png,1
620,0676a_num1.png,0719c_num3.png,0
621,0241b_num1.png,0241b_num4.png,1
622,0977a_num1.png,1019b_num5.png,0
623,1264a_num1.png,1264c_num3.png,1
624,0875a_num1.png,0911c_num2.png,0
625,0829a_num1.png,0829c_num2.png,1
626,1260a_num1.png,1266b_num3.png,0
627,0730a_num5.png,0730c_num2.png,1
628,0815a_num1.png,0850a_num3.png,0
629,1182a_num3.png,1182c_num1.png,1
630,0724a_num5.png,0724c_num3.png,1
631,1324b_num1.png,1324c_num1.png,1
632,0703a_num1.png,0721c_num5.png,0
633,0104a_num1.png,0147c_num4.png,0
